Facility GHGRP ID No. / Installation No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Province or Territory / Province ou territoire de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,Emission Source / Source d'emission,CO2 (tonnes),Total Emissions from Source (tonnes CO2e) / Émissions totales de la Source (tonnes éq. CO2),Total Facility Emissions (tonnes CO2e) / Émissions totales de l'installation (tonnes éq. CO2)
G10812,2023,Rush Lake Thermal Pilot & Commercial 12-03-048-21W3,Saskatchewan,Oil and gas extraction (except oil sands),Flaring / Torchage,1550.19748,1746.64405,263303.8346
G10812,2023,Rush Lake Thermal Pilot & Commercial 12-03-048-21W3,Saskatchewan,Oil and gas extraction (except oil sands),Leakage / Fuites,0.09323,115.39807,263303.8346
G10812,2023,Rush Lake Thermal Pilot & Commercial 12-03-048-21W3,Saskatchewan,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,258943.121,259453.4286,263303.8346
G10812,2023,Rush Lake Thermal Pilot & Commercial 12-03-048-21W3,Saskatchewan,Oil and gas extraction (except oil sands),On-site Transportation / Transport sur le site,22.97617,23.03886,263303.8346
G10812,2023,Rush Lake Thermal Pilot & Commercial 12-03-048-21W3,Saskatchewan,Oil and gas extraction (except oil sands),Venting / Évacuation,0.97828,1965.325,263303.8346
G10813,2023,Canadian Natural Upgrading Limited Muskeg River Mine and Jackpine Mine,Alberta,Mined oil sands extraction,Flaring / Torchage,7050.25042,7217.76778,1650589.315
G10813,2023,Canadian Natural Upgrading Limited Muskeg River Mine and Jackpine Mine,Alberta,Mined oil sands extraction,Leakage / Fuites,75451.5403,132482.832,1650589.315
G10813,2023,Canadian Natural Upgrading Limited Muskeg River Mine and Jackpine Mine,Alberta,Mined oil sands extraction,Stationary Fuel Combustion / Combustion stationnaire de combustibles,925350.704,927196.032,1650589.315
G10813,2023,Canadian Natural Upgrading Limited Muskeg River Mine and Jackpine Mine,Alberta,Mined oil sands extraction,Industrial Processes / Procédés industriels,0,2809.909678,1650589.315
G10813,2023,Canadian Natural Upgrading Limited Muskeg River Mine and Jackpine Mine,Alberta,Mined oil sands extraction,On-site Transportation / Transport sur le site,575567.22,580782.15,1650589.315
G10813,2023,Canadian Natural Upgrading Limited Muskeg River Mine and Jackpine Mine,Alberta,Mined oil sands extraction,Wastewater / Eaux usées,89.32916,100.62346,1650589.315
G10814,2023,Sundance 15-07-054-21W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,436.164,495.8439,42094.7719
G10814,2023,Sundance 15-07-054-21W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.0644,36.9544,42094.7719
G10814,2023,Sundance 15-07-054-21W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,37820.2319,40963.3119,42094.7719
G10814,2023,Sundance 15-07-054-21W5 Gas Plant,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,16.9281,598.6617,42094.7719
G10815,2023,Sunrise Thermal,Alberta,In-situ oil sands extraction,Flaring / Torchage,580.89771,676.60565,1335476.415
G10815,2023,Sunrise Thermal,Alberta,In-situ oil sands extraction,Leakage / Fuites,1.58788,2225.53772,1335476.415
G10815,2023,Sunrise Thermal,Alberta,In-situ oil sands extraction,Stationary Fuel Combustion / Combustion stationnaire de combustibles,1329763.476,1332374.085,1335476.415
G10815,2023,Sunrise Thermal,Alberta,In-situ oil sands extraction,Venting / Évacuation,61.02994,200.18686,1335476.415
G10816,2023,West Cadotte Power Plant,Alberta,Fossil-Fuel Electric Power Generation,Stationary Fuel Combustion / Combustion stationnaire de combustibles,92535.46996,93604.72786,93604.72786
G10817,2023,LINDBERGH SAGD 04-25,Alberta,In-situ oil sands extraction,Flaring / Torchage,5802.1385,6698.1199,557490.7244
G10817,2023,LINDBERGH SAGD 04-25,Alberta,In-situ oil sands extraction,Leakage / Fuites,7.0325,566.3549,557490.7244
G10817,2023,LINDBERGH SAGD 04-25,Alberta,In-situ oil sands extraction,Stationary Fuel Combustion / Combustion stationnaire de combustibles,548247.3407,549960.8251,557490.7244
G10817,2023,LINDBERGH SAGD 04-25,Alberta,In-situ oil sands extraction,On-site Transportation / Transport sur le site,94.0492,94.6119,557490.7244
G10817,2023,LINDBERGH SAGD 04-25,Alberta,In-situ oil sands extraction,Venting / Évacuation,0.0742,170.8126,557490.7244
G10821,2023,Glenridge Landfill Site,Ontario,Waste Treatment and Disposal,Waste / Déchets,0,42679.84,42679.84
G10822,2023,SAULT STE. MARIE MUNICIPAL LANDFILL,Ontario,Waste Treatment and Disposal,Flaring / Torchage,0,523.69925,52714.11207
G10822,2023,SAULT STE. MARIE MUNICIPAL LANDFILL,Ontario,Waste Treatment and Disposal,Leakage / Fuites,0,5.535585,52714.11207
G10822,2023,SAULT STE. MARIE MUNICIPAL LANDFILL,Ontario,Waste Treatment and Disposal,Stationary Fuel Combustion / Combustion stationnaire de combustibles,69.92,70.270037,52714.11207
G10822,2023,SAULT STE. MARIE MUNICIPAL LANDFILL,Ontario,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,461.2,480.1712,52714.11207
G10822,2023,SAULT STE. MARIE MUNICIPAL LANDFILL,Ontario,Waste Treatment and Disposal,Waste / Déchets,0,51634.436,52714.11207
G10823,2023,Air Liquide Canada - Bécancour Plan 2,Quebec,Industrial Gas Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,3747,3766.19215,55377.19215
G10823,2023,Air Liquide Canada - Bécancour Plan 2,Quebec,Industrial Gas Manufacturing,Industrial Processes / Procédés industriels,51611,51611,55377.19215
G10824,2023,Division GEA Houle,Quebec,Agricultural Implement Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,719,719,719
G10826,2023,Fleet Street Landfill Site,Saskatchewan,All Other Waste Management Services,Flaring / Torchage,0,30.796,86188.452
G10826,2023,Fleet Street Landfill Site,Saskatchewan,All Other Waste Management Services,Stationary Fuel Combustion / Combustion stationnaire de combustibles,851.639,3012.783,86188.452
G10826,2023,Fleet Street Landfill Site,Saskatchewan,All Other Waste Management Services,On-site Transportation / Transport sur le site,871.516,879.873,86188.452
G10826,2023,Fleet Street Landfill Site,Saskatchewan,All Other Waste Management Services,Waste / Déchets,0,82265,86188.452
G10827,2023,Charlottetown Generating Station,Prince Edward Island,Fossil-Fuel Electric Power Generation,Stationary Fuel Combustion / Combustion stationnaire de combustibles,1516.12,1520.3493,1520.3493
G10828,2023,ALBERTA NEWSPRINT,Alberta,Newsprint Mills,Leakage / Fuites,0.2656,193.6756,218985.9236
G10828,2023,ALBERTA NEWSPRINT,Alberta,Newsprint Mills,Stationary Fuel Combustion / Combustion stationnaire de combustibles,211611.453,214224.8562,218985.9236
G10828,2023,ALBERTA NEWSPRINT,Alberta,Newsprint Mills,On-site Transportation / Transport sur le site,823.6429,832.1974,218985.9236
G10828,2023,ALBERTA NEWSPRINT,Alberta,Newsprint Mills,Waste / Déchets,0,3681.0284,218985.9236
G10828,2023,ALBERTA NEWSPRINT,Alberta,Newsprint Mills,Wastewater / Eaux usées,0,54.166,218985.9236
G10830,2023,MSSC Canada,Ontario,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,30014.7,30170.875,30170.875
G10832,2023,Lator #2 01-21-063-02W6,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,1724.81542,1972.94356,54967.62188
G10832,2023,Lator #2 01-21-063-02W6,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.09849,152.43949,54967.62188
G10832,2023,Lator #2 01-21-063-02W6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,37296.14743,51536.97456,54967.62188
G10832,2023,Lator #2 01-21-063-02W6,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.88343,1305.26427,54967.62188
G10833,2023,Karr 07-11-064-04W6,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,12776.86015,13143.86068,108875.1015
G10833,2023,Karr 07-11-064-04W6,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,1.49309,1455.94469,108875.1015
G10833,2023,Karr 07-11-064-04W6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,80440.22639,92650.84439,108875.1015
G10833,2023,Karr 07-11-064-04W6,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,1.62713,1624.45169,108875.1015
G10834,2023,Otter Lake Landfill,Nova Scotia,Waste Treatment and Disposal,Stationary Fuel Combustion / Combustion stationnaire de combustibles,150.89,153.80832,32724.66327
G10834,2023,Otter Lake Landfill,Nova Scotia,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,446.97,451.24495,32724.66327
G10834,2023,Otter Lake Landfill,Nova Scotia,Waste Treatment and Disposal,Waste / Déchets,6.69,32119.61,32724.66327
G10835,2023,Mary River Mine Site,Nunavut,Iron Ore Mining,Stationary Fuel Combustion / Combustion stationnaire de combustibles,23680.69145,23746.85678,90109.01894
G10835,2023,Mary River Mine Site,Nunavut,Iron Ore Mining,On-site Transportation / Transport sur le site,64863.55484,66307.55487,90109.01894
G10835,2023,Mary River Mine Site,Nunavut,Iron Ore Mining,Waste / Déchets,52.18549,54.29224,90109.01894
G10835,2023,Mary River Mine Site,Nunavut,Iron Ore Mining,Wastewater / Eaux usées,0,0.315045,90109.01894
G10836,2023,North Portal Sour Gas Plant 01-09,Saskatchewan,Oil and gas extraction (except oil sands),Flaring / Torchage,19986.5379,21803.6203,82056.5724
G10836,2023,North Portal Sour Gas Plant 01-09,Saskatchewan,Oil and gas extraction (except oil sands),Leakage / Fuites,0.1166,248.0342,82056.5724
G10836,2023,North Portal Sour Gas Plant 01-09,Saskatchewan,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,50169.2728,51824.7012,82056.5724
G10836,2023,North Portal Sour Gas Plant 01-09,Saskatchewan,Oil and gas extraction (except oil sands),Venting / Évacuation,11.2391,8180.2167,82056.5724
G10838,2023,Windsor Plant,Ontario,Salt Mining,Stationary Fuel Combustion / Combustion stationnaire de combustibles,19612.64794,19835.28351,19898.09227
G10838,2023,Windsor Plant,Ontario,Salt Mining,On-site Transportation / Transport sur le site,61.267074,62.808763,19898.09227
G10839,2023,Holyrood Combustion Turbine,Newfoundland and Labrador,Fossil-Fuel Electric Power Generation,Stationary Fuel Combustion / Combustion stationnaire de combustibles,16.389,691.486,691.486
G10840,2023,Port Hawkesbury Biomass Cogeneration Power Plant,Nova Scotia,Other Electric Power Generation,Stationary Fuel Combustion / Combustion stationnaire de combustibles,18741.9768,21112.9463,21131.3088
G10840,2023,Port Hawkesbury Biomass Cogeneration Power Plant,Nova Scotia,Other Electric Power Generation,On-site Transportation / Transport sur le site,18.322,18.3625,21131.3088
G10841,2023,Edam East Thermal 05-08-048-19W3,Saskatchewan,Oil and gas extraction (except oil sands),Flaring / Torchage,2747.01344,3150.65527,294445.0427
G10841,2023,Edam East Thermal 05-08-048-19W3,Saskatchewan,Oil and gas extraction (except oil sands),Leakage / Fuites,0.26788,76.4136,294445.0427
G10841,2023,Edam East Thermal 05-08-048-19W3,Saskatchewan,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,288132.9375,288703.4887,294445.0427
G10841,2023,Edam East Thermal 05-08-048-19W3,Saskatchewan,Oil and gas extraction (except oil sands),On-site Transportation / Transport sur le site,22.89574,22.94434,294445.0427
G10841,2023,Edam East Thermal 05-08-048-19W3,Saskatchewan,Oil and gas extraction (except oil sands),Venting / Évacuation,1.16619,2491.54079,294445.0427
G10842,2023,Vawn Thermal 16-01-048-19W3,Saskatchewan,Oil and gas extraction (except oil sands),Flaring / Torchage,1667.575,1922.42843,245204.3271
G10842,2023,Vawn Thermal 16-01-048-19W3,Saskatchewan,Oil and gas extraction (except oil sands),Leakage / Fuites,0.07419,38.08391,245204.3271
G10842,2023,Vawn Thermal 16-01-048-19W3,Saskatchewan,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,240850.1382,241336.6243,245204.3271
G10842,2023,Vawn Thermal 16-01-048-19W3,Saskatchewan,Oil and gas extraction (except oil sands),On-site Transportation / Transport sur le site,13.3246,13.36648,245204.3271
G10842,2023,Vawn Thermal 16-01-048-19W3,Saskatchewan,Oil and gas extraction (except oil sands),Venting / Évacuation,0.90944,1893.82396,245204.3271
G10843,2023,Cargill Limited Clavet - Oilseed Processing,Saskatchewan,Oilseed Processing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,84558.66855,84989.18395,85941.28105
G10843,2023,Cargill Limited Clavet - Oilseed Processing,Saskatchewan,Oilseed Processing,On-site Transportation / Transport sur le site,867.5879,952.0971,85941.28105
G10846,2023,Peyto Brazeau 06-12-044-13W5,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,111.394589,128.498634,62200.42578
G10846,2023,Peyto Brazeau 06-12-044-13W5,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.37489,237.042454,62200.42578
G10846,2023,Peyto Brazeau 06-12-044-13W5,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,46788.09362,60528.89692,62200.42578
G10846,2023,Peyto Brazeau 06-12-044-13W5,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,61.353674,1305.987778,62200.42578
G10847,2023,Tafisa Canada,Quebec,Particle Board and Fibreboard Mills,Stationary Fuel Combustion / Combustion stationnaire de combustibles,2856,6355.19,7018.733
G10847,2023,Tafisa Canada,Quebec,Particle Board and Fibreboard Mills,On-site Transportation / Transport sur le site,637.33,663.543,7018.733
G10850,2023,Altares Gas Plant b-72-A,British Columbia,Oil and gas extraction (except oil sands),Flaring / Torchage,5410.92142,6226.88362,134820.1607
G10850,2023,Altares Gas Plant b-72-A,British Columbia,Oil and gas extraction (except oil sands),Leakage / Fuites,2.30281,3719.10709,134820.1607
G10850,2023,Altares Gas Plant b-72-A,British Columbia,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,112011.5123,123334.442,134820.1607
G10850,2023,Altares Gas Plant b-72-A,British Columbia,Oil and gas extraction (except oil sands),Venting / Évacuation,0.30005,1539.72801,134820.1607
G10857,2023,Williams Mine,Ontario,Gold and Silver Ore Mining,Stationary Fuel Combustion / Combustion stationnaire de combustibles,9136.88,9309.383,19248.2704
G10857,2023,Williams Mine,Ontario,Gold and Silver Ore Mining,On-site Transportation / Transport sur le site,9884,9938.8874,19248.2704
G10860,2023,McCain Foods (Canada) GRAND FALLS,New Brunswick,All Other Food Manufacturing,Flaring / Torchage,2730,2742.71,37317.961
G10860,2023,McCain Foods (Canada) GRAND FALLS,New Brunswick,All Other Food Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,34178,34376.12,37317.961
G10860,2023,McCain Foods (Canada) GRAND FALLS,New Brunswick,All Other Food Manufacturing,On-site Transportation / Transport sur le site,194,199.131,37317.961
G10863,2023,Meliadine Gold Project,Nunavut,Gold and Silver Ore Mining,Stationary Fuel Combustion / Combustion stationnaire de combustibles,96146.21301,96422.14614,138127.9091
G10863,2023,Meliadine Gold Project,Nunavut,Gold and Silver Ore Mining,Industrial Processes / Procédés industriels,0,47.3213,138127.9091
G10863,2023,Meliadine Gold Project,Nunavut,Gold and Silver Ore Mining,On-site Transportation / Transport sur le site,37254.26669,38083.61465,138127.9091
G10863,2023,Meliadine Gold Project,Nunavut,Gold and Silver Ore Mining,Waste / Déchets,1965.182828,3574.82699,138127.9091
G10864,2023,Coronation Landfill,Alberta,Waste Treatment and Disposal,Stationary Fuel Combustion / Combustion stationnaire de combustibles,168.195,168.865,75244.417
G10864,2023,Coronation Landfill,Alberta,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,526.452,528.156,75244.417
G10864,2023,Coronation Landfill,Alberta,Waste Treatment and Disposal,Waste / Déchets,0,74547.396,75244.417
G10865,2023,Lieu d'enfouissement technique,Quebec,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,244.31,245.3088,38588.4528
G10865,2023,Lieu d'enfouissement technique,Quebec,Waste Treatment and Disposal,Waste / Déchets,0,38343.144,38588.4528
G10866,2023,"FLORENCEVILLE, NEW BRUNSWICK",New Brunswick,Frozen Food Manufacturing,Flaring / Torchage,0,78.379,18229.16821
G10866,2023,"FLORENCEVILLE, NEW BRUNSWICK",New Brunswick,Frozen Food Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,17295.6905,17374.6721,18229.16821
G10866,2023,"FLORENCEVILLE, NEW BRUNSWICK",New Brunswick,Frozen Food Manufacturing,Industrial Processes / Procédés industriels,543.9335,554.4563,18229.16821
G10866,2023,"FLORENCEVILLE, NEW BRUNSWICK",New Brunswick,Frozen Food Manufacturing,On-site Transportation / Transport sur le site,221.055,221.66081,18229.16821
G10867,2023,Usine de St-Jérôme,Quebec,Paper (except Newsprint) Mills,Stationary Fuel Combustion / Combustion stationnaire de combustibles,24880,25010.32,26057.477
G10867,2023,Usine de St-Jérôme,Quebec,Paper (except Newsprint) Mills,Industrial Processes / Procédés industriels,0,538.58,26057.477
